manufacturer,model_year,body_type,transmission_type,fuel_type,total_kms,total_owners,price,insurance_type,mileage(kmpl),engine(CC),torque(nm),seats,number_of_cylinders,valves_per_cylinder,super_charger,turbo_charger,drive_type,steering_type,cargo_volume,location
Skoda,2016,Sedan,Manual,Diesel,80000,3,500000.0,Third Party insurance,21.14,1498.0,250.0,5.0,4,4,No,Yes,FWD,Power,460.0,Bangalore
Volkswagen,2017,Hatchback,Automatic,Petrol,40000,2,995000.0,Third Party insurance,17.21,1197.0,175.0,5.0,4,4,No,Yes,FWD,Power,280.0,Bangalore
Honda,2012,SUV,Automatic,Petrol,85565,2,935000.0,Comprehensive,11.1,2354.0,218.0,5.0,4,4,No,No,All Wheel Drive,Power,280.0,Bangalore
Ford,2018,SUV,Manual,Petrol,36916,1,834000.0,Comprehensive,17.0,1497.0,150.0,5.0,3,4,No,No,FWD,Power,352.0,Bangalore
Volkswagen,2015,Hatchback,Manual,Diesel,90000,1,560000.0,Third Party insurance,20.14,1498.0,230.0,5.0,4,4,No,Yes,FWD,Power,280.0,Bangalore
Maruti,2012,Hatchback,Manual,Petrol,112795,1,454000.0,Comprehensive,22.38,1197.0,113.0,5.0,4,4,No,Yes,FWD,Electronic,268.0,Bangalore
Mercedes-Benz,2021,Sedan,Automatic,Petrol,11000,1,3690000.0,Comprehensive,22.38,1332.0,250.0,5.0,4,4,No,Yes,FWD,Electronic,268.0,Bangalore
Toyota,2014,MUV,Manual,Petrol,120000,2,1100000.0,Third Party insurance,11.4,1998.0,181.0,7.0,4,4,No,No,RWD,Power,268.0,Bangalore
Honda,2016,Hatchback,Manual,Petrol,36685,2,462000.0,Comprehensive,19.4,1198.0,109.0,5.0,4,4,No,No,FWD,Power,175.0,Bangalore
Hyundai,2012,SUV,Automatic,Diesel,120000,2,900000.0,Third Party insurance,11.72,2199.0,436.4,7.0,4,4,No,No,All Wheel Drive,Power,175.0,Bangalore
BMW,2022,Sedan,Automatic,Petrol,4000,1,7900000.0,Comprehensive,13.32,1998.0,400.0,4.0,4,4,No,Yes,All Wheel Drive,Power,450.0,Bangalore
Maruti,2019,Hatchback,Automatic,Petrol,32184,2,843000.0,Third Party insurance,21.4,1197.0,115.0,5.0,4,4,No,No,FWD,Power,339.0,Bangalore
Maruti,2018,Hatchback,Manual,Petrol,32279,1,799000.0,Comprehensive,21.1,998.0,150.0,5.0,3,4,No,Yes,FWD,Power,339.0,Bangalore
Hyundai,2015,Hatchback,Manual,Petrol,59698,1,576000.0,Comprehensive,18.6,1197.0,114.7,5.0,4,4,No,No,FWD,Power,295.0,Bangalore
Renault,2018,SUV,Manual,Diesel,46071,1,949000.0,Comprehensive,20.37,1461.0,240.0,5.0,4,4,No,Yes,FWD,Power,392.0,Bangalore
Maruti,2017,SUV,Manual,Diesel,90000,1,795000.0,Third Party insurance,24.3,1248.0,200.0,5.0,4,4,No,Yes,FWD,Power,328.0,Bangalore
Hyundai,2019,SUV,Manual,Petrol,9554,1,1085000.0,Third Party insurance,18.27,998.0,171.6,5.0,3,4,No,Yes,FWD,Power,350.0,Bangalore
Jeep,2022,SUV,Automatic,Petrol,14000,1,2590000.0,Comprehensive,14.1,1368.0,250.0,5.0,4,4,No,Yes,4x2,Power,350.0,Bangalore
Renault,2013,SUV,Manual,Diesel,74499,2,516000.0,Third Party insurance,20.45,1461.0,200.0,5.0,4,4,No,Yes,FWD,Power,475.0,Bangalore
Ford,2017,SUV,Automatic,Petrol,56211,2,777000.0,Comprehensive,14.8,1497.0,150.0,5.0,3,4,No,No,FWD,Power,352.0,Bangalore
Honda,2019,Hatchback,Manual,Petrol,9001,1,753000.0,Comprehensive,18.2,1199.0,110.0,5.0,4,4,No,No,FWD,Power,354.0,Bangalore
Mahindra,2017,SUV,Automatic,Diesel,65457,2,1226000.0,Third Party insurance,16.0,1997.0,320.0,7.0,4,4,No,Yes,FWD,Power,720.0,Bangalore
Honda,2017,Hatchback,Manual,Petrol,23682,1,725000.0,Comprehensive,18.7,1199.0,110.0,5.0,4,4,No,No,FWD,Power,354.0,Bangalore
Hyundai,2020,Sedan,Manual,Diesel,50000,1,1150000.0,Third Party insurance,22.0,1582.0,259.87,5.0,4,4,No,Yes,FWD,Power,480.0,Bangalore
Maruti,2015,Hatchback,Manual,Diesel,134557,2,629000.0,Comprehensive,25.2,1248.0,190.0,5.0,4,4,No,Yes,FWD,Power,204.0,Bangalore
Maruti,2013,Sedan,Manual,Petrol,96567,2,447000.0,Comprehensive,22.41,1197.0,113.0,5.0,4,4,No,Yes,FWD,Electronic,378.0,Bangalore
Maruti,2015,Hatchback,Manual,Petrol,120000,3,400000.0,Third Party insurance,23.1,998.0,90.0,5.0,3,4,No,No,FWD,Power,235.0,Bangalore
Maruti,2014,MUV,Manual,Diesel,83007,2,786000.0,Comprehensive,20.77,1248.0,200.0,7.0,4,4,No,Yes,FWD,Power,135.0,Bangalore
Honda,2018,Hatchback,Manual,Petrol,34000,1,745000.0,Comprehensive,18.7,1199.0,110.0,5.0,4,4,No,No,FWD,Power,354.0,Bangalore
Hyundai,2014,Hatchback,Automatic,Petrol,81634,1,490000.0,Comprehensive,18.9,1197.0,114.0,5.0,4,4,No,No,FWD,Power,256.0,Bangalore
Honda,2017,Sedan,Automatic,Petrol,57284,2,942000.0,Comprehensive,18.0,1497.0,145.0,5.0,4,4,No,No,FWD,Power,510.0,Bangalore
Ford,2016,SUV,Automatic,Petrol,70000,2,675000.0,Third Party insurance,15.63,1499.0,140.0,5.0,4,4,No,No,FWD,Power,346.0,Bangalore
Honda,2013,Hatchback,Manual,Petrol,70000,2,330000.0,Third Party insurance,19.4,1198.0,109.0,5.0,4,4,No,No,FWD,Power,175.0,Bangalore
Toyota,2018,Sedan,Automatic,Petrol,46429,2,875000.0,Third Party insurance,17.8,1496.0,140.0,5.0,4,4,No,No,FWD,Power,476.0,Bangalore
Maruti,2017,Hatchback,Manual,Petrol,17624,1,869000.0,Comprehensive,21.4,1197.0,115.0,5.0,4,4,No,No,FWD,Power,339.0,Bangalore
Volkswagen,2012,Sedan,Manual,Diesel,100000,2,425000.0,Third Party insurance,20.54,1598.0,250.0,5.0,4,4,No,Yes,FWD,Power,480.0,Bangalore
Honda,2019,Sedan,Manual,Petrol,30000,1,1070000.0,Third Party insurance,17.4,1497.0,145.0,5.0,4,4,No,No,FWD,Power,510.0,Bangalore
Ford,2018,SUV,Manual,Petrol,49690,2,1025000.0,Third Party insurance,15.9,1496.0,149.0,5.0,3,4,No,No,FWD,Electronic,352.0,Bangalore
Mahindra,2016,SUV,Manual,Diesel,110000,1,1000000.0,Third Party insurance,16.0,2179.0,330.0,7.0,4,4,No,Yes,FWD,Power,720.0,Bangalore
Fiat,2009,Sedan,Manual,Petrol,50000,1,375000.0,Third Party insurance,16.0,1368.0,115.0,5.0,4,4,No,Yes,Front Wheel Drive,Power,720.0,Bangalore
Fiat,2009,Sedan,Manual,Petrol,50000,1,375000.0,Third Party insurance,16.0,1368.0,115.0,5.0,4,4,No,Yes,Front Wheel Drive,Power,720.0,Bangalore
Ford,2018,SUV,Automatic,Petrol,55702,1,844000.0,Comprehensive,14.8,1497.0,150.0,5.0,3,4,No,No,FWD,Power,352.0,Bangalore
Hyundai,2016,Hatchback,Manual,Diesel,45046,1,764000.0,Third Party insurance,21.19,1396.0,220.0,5.0,4,4,No,Yes,FWD,Power,285.0,Bangalore
Maruti,2014,Hatchback,Manual,Petrol,53000,2,420000.0,Third Party insurance,18.5,1197.0,114.0,5.0,4,4,No,No,FWD,Power,236.0,Bangalore
Maruti,2016,Hatchback,Manual,Diesel,94695,1,684000.0,Third Party insurance,27.39,1248.0,190.0,5.0,4,4,No,Yes,FWD,Power,339.0,Bangalore
Maruti,2019,Hatchback,Manual,Petrol,22162,1,803000.0,Zero Dep,21.4,1197.0,115.0,5.0,4,4,No,No,FWD,Power,339.0,Bangalore
Hyundai,2010,Hatchback,Manual,Petrol,70000,2,320000.0,Third Party insurance,17.92,1086.0,96.1,5.0,3,4,No,No,FWD,Power,339.0,Bangalore
Honda,2017,Sedan,Manual,Diesel,115331,1,804000.0,Comprehensive,26.0,1498.0,200.0,5.0,4,4,No,Yes,FWD,Power,510.0,Bangalore
Mercedes-Benz,2013,Sedan,Automatic,Diesel,70000,2,1400000.0,Third Party insurance,10.0,2148.0,400.0,5.0,4,4,No,Yes,RWD,Power,540.0,Bangalore
Maruti,2016,Hatchback,Manual,Petrol,42233,2,548000.0,Comprehensive,22.38,1197.0,113.0,5.0,4,4,No,Yes,RWD,Electronic,268.0,Bangalore
Hyundai,2019,Hatchback,Manual,Petrol,20941,1,619000.0,Comprehensive,18.9,1197.0,113.75,5.0,4,4,No,No,FWD,Power,256.0,Bangalore
Maruti,2018,SUV,Manual,Diesel,50000,2,1000000.0,Third Party insurance,24.3,1248.0,200.0,5.0,4,4,No,Yes,FWD,Power,328.0,Bangalore
Honda,2018,SUV,Manual,Petrol,46602,1,865000.0,Comprehensive,17.5,1199.0,110.0,5.0,4,4,No,No,FWD,Electronic,363.0,Bangalore
Mahindra Ssangyong,2014,SUV,Automatic,Diesel,50000,2,1000000.0,Third Party insurance,11.18,2696.0,402.0,7.0,5,4,No,Yes,All Wheel Drive,Power,475.0,Bangalore
Maruti,2014,Hatchback,Manual,Diesel,104000,2,535000.0,Comprehensive,25.2,1248.0,190.0,5.0,4,4,No,Yes,FWD,Power,204.0,Bangalore
Ford,2018,SUV,Manual,Diesel,90000,1,975000.0,Comprehensive,23.0,1498.0,205.0,5.0,4,4,No,Yes,FWD,Power,352.0,Bangalore
Maruti,2017,Hatchback,Manual,Petrol,50035,1,699000.0,Third Party insurance,21.4,1197.0,115.0,5.0,4,4,No,No,FWD,Power,339.0,Bangalore
Tata,2021,SUV,Manual,Petrol,80000,1,1150000.0,Third Party insurance,17.57,1199.0,170.0,5.0,3,4,No,Yes,FWD,Power,350.0,Bangalore
Hyundai,2015,Hatchback,Manual,Petrol,90000,2,625000.0,Comprehensive,18.6,1197.0,114.7,5.0,4,4,No,No,FWD,Power,295.0,Bangalore
Mercedes-Benz,2011,Sedan,Automatic,Diesel,90000,4,1000000.0,Third Party insurance,14.21,2143.0,500.0,5.0,4,4,No,Yes,RWD,Power,540.0,Bangalore
Toyota,2011,Sedan,Manual,Diesel,120000,1,600000.0,Third Party insurance,21.43,1364.0,205.0,5.0,4,4,No,Yes,FWD,Power,475.0,Bangalore
Maruti,2015,Sedan,Manual,Petrol,25170,1,675000.0,Third Party insurance,22.41,1197.0,113.0,5.0,4,4,No,Yes,FWD,Electronic,378.0,Bangalore
Maruti,2021,Sedan,Manual,Petrol,25022,1,893000.0,Comprehensive,20.65,1462.0,138.0,5.0,4,4,No,Yes,FWD,Power,510.0,Bangalore
Maruti,2012,Hatchback,Manual,Diesel,100000,2,420000.0,Third Party insurance,22.9,1248.0,190.0,5.0,4,4,No,Yes,FWD,Power,232.0,Bangalore
Maruti,2020,Sedan,Manual,Petrol,26367,1,941000.0,Zero Dep,20.65,1462.0,138.0,5.0,4,4,No,Yes,FWD,Power,510.0,Bangalore
Hyundai,2015,Sedan,Automatic,Petrol,76567,2,630000.0,Zero Dep,14.5,1797.0,177.5,5.0,4,4,No,No,FWD,Power,420.0,Bangalore
Toyota,2013,MUV,Manual,Diesel,120000,2,1275000.0,Third Party insurance,12.99,2494.0,200.0,7.0,4,4,No,Yes,RWD,Power,300.0,Bangalore
Hyundai,2015,Hatchback,Automatic,Petrol,36459,2,525000.0,Comprehensive,18.9,1197.0,114.0,5.0,4,4,No,No,FWD,Power,256.0,Bangalore
Maruti,2016,SUV,Manual,Diesel,93725,1,750000.0,Comprehensive,23.65,1248.0,200.0,5.0,4,4,No,Yes,FWD,Power,353.0,Bangalore
Maruti,2016,Sedan,Automatic,Petrol,115599,2,632000.0,Comprehensive,19.12,1373.0,130.0,5.0,4,4,No,No,FWD,Power,510.0,Bangalore
Maruti,2015,Sedan,Manual,Petrol,43469,1,645000.0,Zero Dep,22.41,1197.0,113.0,5.0,4,4,No,No,FWD,Electronic,378.0,Bangalore
Ford,2005,Sedan,Manual,Petrol,70000,4,500000.0,Third Party insurance,13.8,1299.0,10.7,5.0,4,2,No,No,FWD,Power,400.0,Bangalore
BMW,2019,SUV,Automatic,Diesel,77000,2,6795000.0,Comprehensive,13.38,2993.0,620.0,5.0,6,4,No,Yes,All Wheel Drive,Power,400.0,Bangalore
Maruti,2018,SUV,Manual,Diesel,100000,1,850000.0,Comprehensive,24.3,1248.0,200.0,5.0,4,4,No,Yes,FWD,Power,328.0,Bangalore
Mitsubishi,2008,Sedan,Manual,Petrol,72000,1,299000.0,Third Party insurance,14.7,1999.0,17.8,5.0,4,4,No,No,FWD,Power,430.0,Bangalore
Jaguar,2013,Sedan,Automatic,Diesel,77000,1,2095000.0,Comprehensive,16.36,2179.0,450.0,5.0,4,4,No,Yes,RWD,Power,540.0,Bangalore
Audi,2013,SUV,Automatic,Diesel,87101,1,2800000.0,Comprehensive,12.07,2967.0,550.0,7.0,6,4,No,Yes,All Wheel Drive,Power,330.0,Bangalore
Volkswagen,2021,Hatchback,Manual,Petrol,40771,2,999000.0,Third Party insurance,18.24,999.0,175.0,5.0,3,4,No,Yes,FWD,Electronic,280.0,Bangalore
Honda,2018,Hatchback,Manual,Petrol,28000,1,825000.0,Comprehensive,18.7,1199.0,110.0,5.0,4,4,No,No,FWD,Power,354.0,Bangalore
Maruti,2008,Hatchback,Manual,Petrol,40000,3,250000.0,Comprehensive,18.9,1061.0,84.0,5.0,3,4,No,No,FWD,Power,354.0,Bangalore
Hyundai,2020,SUV,Automatic,Petrol,26000,1,1295000.0,Comprehensive,18.15,998.0,172.0,5.0,3,4,No,Yes,FWD,Electronic,350.0,Bangalore
Maruti,2012,Hatchback,Manual,Petrol,76032,1,329000.0,Comprehensive,18.9,998.0,90.0,5.0,3,4,No,No,FWD,Power,350.0,Bangalore
Maruti,2018,Sedan,Manual,Petrol,113780,1,666000.0,Comprehensive,21.56,1462.0,138.0,5.0,4,4,No,No,FWD,Power,510.0,Bangalore
Audi,2019,Sedan,Automatic,Diesel,24000,1,2290000.0,Third Party insurance,20.38,1968.0,320.0,5.0,4,4,No,Yes,FWD,Power,425.0,Bangalore
Hyundai,2020,SUV,Manual,Diesel,65812,2,1026000.0,Third Party insurance,23.7,1493.0,240.26,5.0,4,4,No,Yes,FWD,Electronic,350.0,Bangalore
Skoda,2022,SUV,Automatic,Petrol,10000,1,1700000.0,Third Party insurance,17.2,999.0,178.0,5.0,3,4,No,Yes,FWD,Electronic,385.0,Bangalore
Maruti,2016,Hatchback,Manual,Petrol,39959,1,681000.0,Zero Dep,21.4,1197.0,115.0,5.0,4,4,No,No,FWD,Power,339.0,Bangalore
Hyundai,2022,SUV,Automatic,Petrol,10000,1,1690000.0,Third Party insurance,14.2,1999.0,191.0,7.0,4,4,No,No,FWD,Power,339.0,Bangalore
Maruti,2016,Hatchback,Manual,Petrol,65484,3,318000.0,Third Party insurance,24.39,998.0,89.0,5.0,3,4,No,No,FWD,Power,214.0,Bangalore
Maruti,2017,Hatchback,Manual,Petrol,49174,1,688000.0,Comprehensive,21.4,1197.0,115.0,5.0,4,4,No,No,FWD,Power,339.0,Bangalore
Volkswagen,2022,SUV,Manual,Petrol,20000,1,1300000.0,Third Party insurance,20.08,999.0,178.0,5.0,3,4,No,Yes,FWD,Electronic,385.0,Bangalore
Hyundai,2009,Hatchback,Manual,Petrol,50000,1,265000.0,Third Party insurance,20.36,1197.0,111.7,5.0,4,4,No,No,FWD,Power,385.0,Bangalore
Maruti,2018,Sedan,Automatic,Petrol,40000,2,645000.0,Third Party insurance,22.0,1197.0,113.0,5.0,4,4,No,No,FWD,Electronic,378.0,Bangalore
Hyundai,2022,SUV,Automatic,Petrol,30000,1,2000000.0,Third Party insurance,14.2,1999.0,191.0,7.0,4,4,No,No,FWD,Power,378.0,Bangalore
BMW,2007,Coupe,Automatic,Petrol,50000,3,900000.0,Third Party insurance,10.9,2497.0,25.1,5.0,6,4,No,No,FWD,Power,460.0,Bangalore
Maruti,2020,Hatchback,Manual,Petrol,80000,1,620000.0,Third Party insurance,21.21,1197.0,113.0,5.0,4,4,No,No,FWD,Electronic,268.0,Bangalore
MG,2022,SUV,Manual,Petrol,20000,1,1470000.0,Third Party insurance,15.43,1498.0,144.0,5.0,4,4,No,No,FWD,Electronic,268.0,Bangalore
Hyundai,2010,Sedan,Manual,Cng,70000,1,220000.0,Third Party insurance,13.2,1495.0,124.5,5.0,4,4,No,No,FWD,Power,380.0,Bangalore
Audi,2014,Sedan,Automatic,Diesel,90000,1,1475000.0,Third Party insurance,17.11,1968.0,380.0,5.0,4,4,No,Yes,FWD,Power,480.0,Bangalore
Renault,2020,Hatchback,Manual,Petrol,40000,1,415000.0,Third Party insurance,21.74,999.0,91.0,5.0,3,4,No,No,FWD,Electronic,279.0,Bangalore
Honda,2016,Hatchback,Manual,Petrol,63797,1,610000.0,Comprehensive,18.7,1199.0,110.0,5.0,4,4,No,No,FWD,Power,354.0,Bangalore
Hyundai,2018,Hatchback,Manual,Petrol,60216,2,560000.0,Comprehensive,18.9,1197.0,113.75,5.0,4,4,No,No,FWD,Power,256.0,Bangalore
Maruti,2015,Hatchback,Automatic,Petrol,10000,2,425000.0,Third Party insurance,23.95,998.0,90.0,5.0,3,4,No,No,FWD,Power,177.0,Bangalore
Maruti,2016,Hatchback,Manual,Petrol,38153,1,686000.0,Comprehensive,21.4,1197.0,115.0,5.0,4,4,No,No,FWD,Power,339.0,Bangalore
Maruti,2015,Hatchback,Manual,Petrol,76485,1,517000.0,Comprehensive,22.38,1197.0,113.0,5.0,4,4,No,No,FWD,Electronic,268.0,Bangalore
Maruti,2015,Hatchback,Manual,Petrol,40000,2,385000.0,Third Party insurance,20.51,998.0,90.0,5.0,3,4,No,No,FWD,Power,180.0,Bangalore
Maruti,2016,Hatchback,Manual,Petrol,40623,1,675000.0,Comprehensive,21.4,1197.0,115.0,5.0,4,4,No,No,FWD,Power,339.0,Bangalore
Mercedes-Benz,2018,Sedan,Automatic,Diesel,18000,2,3300000.0,Third Party insurance,19.27,2143.0,400.0,5.0,4,4,No,Yes,RWD,Power,480.0,Bangalore
Maruti,2014,Hatchback,Manual,Petrol,88051,1,499000.0,Third Party insurance,22.38,1197.0,113.0,5.0,4,4,No,Yes,RWD,Electronic,268.0,Bangalore
Maruti,2022,Hatchback,Manual,Petrol,16522,1,774000.0,Third Party insurance,22.38,1197.0,113.0,5.0,4,4,No,Yes,RWD,Electronic,268.0,Bangalore
Jeep,2019,SUV,Manual,Diesel,70000,2,1475000.0,Third Party insurance,16.3,1956.0,350.0,5.0,4,4,No,Yes,4WD,Power,408.0,Bangalore
Maruti,2008,Hatchback,Manual,Petrol,80000,3,240000.0,Third Party insurance,18.9,1061.0,84.0,5.0,3,4,No,No,FWD,Power,408.0,Bangalore
Hyundai,2019,SUV,Manual,Diesel,50000,1,1025000.0,Third Party insurance,23.7,1396.0,219.6,5.0,4,4,No,No,FWD,Power,350.0,Bangalore
Tata,2023,SUV,Manual,Petrol,10000,1,1400000.0,Third Party insurance,17.33,1199.0,170.0,5.0,3,4,No,No,FWD,Electronic,350.0,Bangalore
Hyundai,2013,Hatchback,Manual,Petrol,57000,2,285000.0,Third Party insurance,21.1,814.0,74.5,5.0,3,3,No,No,FWD,Power,215.0,Bangalore
Mahindra,2016,SUV,Manual,Diesel,110000,1,1000000.0,Third Party insurance,16.0,2179.0,330.0,7.0,4,4,No,Yes,FWD,Power,720.0,Bangalore
Maruti,2019,Hatchback,Manual,Petrol,10000,1,780000.0,Third Party insurance,21.4,1197.0,115.0,5.0,4,4,No,No,FWD,Power,339.0,Bangalore
Maruti,2012,Hatchback,Manual,Petrol,50000,2,475000.0,Third Party insurance,18.6,1197.0,114.0,5.0,4,4,No,No,FWD,Power,232.0,Bangalore
Mahindra,2019,SUV,Manual,Diesel,120000,1,750000.0,Third Party insurance,20.0,1497.0,300.0,5.0,4,4,No,Yes,FWD,Power,259.0,Bangalore
Hyundai,2014,Hatchback,Manual,Petrol,35469,1,555000.0,Comprehensive,18.9,1197.0,114.0,5.0,4,4,No,No,FWD,Power,256.0,Bangalore
Honda,2017,Hatchback,Manual,Petrol,40073,2,607000.0,Third Party insurance,18.7,1199.0,110.0,5.0,4,4,No,No,FWD,Power,354.0,Bangalore
Hyundai,2017,Hatchback,Manual,Petrol,65730,2,514000.0,Third Party insurance,18.9,1197.0,113.75,5.0,4,4,No,No,FWD,Power,256.0,Bangalore
Maruti,2005,Sedan,Manual,Petrol,120000,2,250000.0,Third Party insurance,15.4,1590.0,130.0,5.0,4,4,No,No,FWD,Power,256.0,Bangalore
Maruti,2016,Hatchback,Manual,Petrol,36184,2,705000.0,Third Party insurance,21.4,1197.0,115.0,5.0,4,4,No,No,FWD,Power,339.0,Bangalore
Maruti,2016,Hatchback,Manual,Petrol,69310,1,653000.0,Comprehensive,21.4,1197.0,115.0,5.0,4,4,No,No,FWD,Power,339.0,Bangalore
Honda,2015,Sedan,Automatic,Petrol,55643,1,872000.0,Third Party insurance,18.0,1497.0,145.0,5.0,4,4,No,No,FWD,Power,510.0,Bangalore
Hyundai,2017,Hatchback,Automatic,Petrol,62803,2,564000.0,Third Party insurance,18.9,1197.0,113.75,5.0,4,4,No,No,FWD,Power,256.0,Bangalore
Volkswagen,2011,Hatchback,Manual,Diesel,90000,2,370000.0,Third Party insurance,22.07,1199.0,180.0,5.0,3,4,No,No,FWD,Power,256.0,Bangalore
Maruti,2015,Hatchback,Manual,Petrol,68656,1,550000.0,Third Party insurance,22.38,1197.0,113.0,5.0,4,4,No,No,FWD,Electronic,268.0,Bangalore
Honda,2016,Hatchback,Manual,Petrol,77501,3,517000.0,Comprehensive,18.7,1199.0,110.0,5.0,4,4,No,No,FWD,Power,354.0,Bangalore
Maruti,2016,Sedan,Manual,Petrol,40000,1,620000.0,Third Party insurance,20.85,1197.0,115.0,5.0,4,4,No,No,FWD,Power,320.0,Bangalore
Maruti,2016,Sedan,Manual,Petrol,40000,1,620000.0,Third Party insurance,20.85,1197.0,115.0,5.0,4,4,No,No,FWD,Power,320.0,Bangalore
Honda,2014,Sedan,Automatic,Petrol,48325,1,750000.0,Third Party insurance,18.0,1497.0,145.0,5.0,4,4,No,No,FWD,Power,510.0,Bangalore
Tata,2022,SUV,Manual,Petrol,30000,1,1220000.0,Third Party insurance,17.57,1199.0,170.0,5.0,3,4,No,Yes,FWD,Power,350.0,Bangalore
Mercedes-Benz,2013,Hatchback,Automatic,Diesel,100000,2,1350000.0,Comprehensive,14.8,2143.0,200.0,5.0,4,4,No,No,FWD,Power,486.0,Bangalore
Maruti,2015,Hatchback,Manual,Petrol,69000,1,575000.0,Comprehensive,22.0,1197.0,113.0,5.0,4,4,No,No,FWD,Power,486.0,Bangalore
Jeep,2018,SUV,Manual,Diesel,110000,1,1250000.0,Third Party insurance,17.1,1956.0,350.0,5.0,4,4,No,Yes,Two Wheel Drive,Power,408.0,Bangalore
Hyundai,2016,Sedan,Manual,Petrol,50000,2,868000.0,Third Party insurance,17.01,1591.0,154.9,5.0,4,4,No,No,FWD,Power,465.0,Bangalore
Kia,2020,MUV,Automatic,Diesel,60000,1,3000000.0,Third Party insurance,14.11,2199.0,440.0,8.0,4,4,No,Yes,Two Wheel Drive,Power,540.0,Bangalore
Hyundai,2021,Hatchback,Manual,Petrol,20000,1,980000.0,Third Party insurance,20.0,998.0,171.62,5.0,3,4,No,Yes,Two Wheel Drive,Electronic,311.0,Bangalore
Maruti,2022,Hatchback,Automatic,Petrol,14999,1,900000.0,Third Party insurance,22.56,1197.0,113.0,5.0,4,4,No,Yes,Two Wheel Drive,Electronic,268.0,Bangalore
Honda,2016,Hatchback,Manual,Petrol,90773,2,550000.0,Comprehensive,18.7,1199.0,110.0,5.0,4,4,No,No,FWD,Power,354.0,Bangalore
Skoda,2012,Sedan,Manual,Diesel,90000,1,450000.0,Third Party insurance,20.5,1598.0,250.0,5.0,4,4,No,Yes,FWD,Power,460.0,Bangalore
Maruti,2017,Hatchback,Manual,Petrol,64917,2,610000.0,Zero Dep,20.4,1197.0,113.0,5.0,4,4,No,No,FWD,Power,204.0,Bangalore
Honda,2017,Hatchback,Manual,Petrol,70235,1,543000.0,Comprehensive,18.7,1199.0,110.0,5.0,4,4,No,No,FWD,Power,354.0,Bangalore
Hyundai,2021,Hatchback,Manual,Petrol,30000,1,980000.0,Third Party insurance,20.0,998.0,171.62,5.0,3,4,No,Yes,FWD,Electronic,311.0,Bangalore
Honda,2016,Hatchback,Manual,Petrol,78782,1,535000.0,Zero Dep,18.7,1199.0,110.0,5.0,4,4,No,No,FWD,Power,354.0,Bangalore
Mahindra,2014,SUV,Manual,Diesel,164000,2,850000.0,Comprehensive,15.1,2179.0,330.0,7.0,4,4,No,Yes,All Wheel Drive,Power,354.0,Bangalore
Maruti,2016,Sedan,Manual,Petrol,72136,2,661000.0,Third Party insurance,20.73,1373.0,130.0,5.0,4,4,No,No,FWD,Power,510.0,Bangalore
Maruti,2015,Hatchback,Manual,Petrol,52486,2,505000.0,Comprehensive,22.38,1197.0,113.0,5.0,4,4,No,No,FWD,Electronic,268.0,Bangalore
Skoda,2007,Sedan,Automatic,Diesel,150000,1,450000.0,Third Party insurance,15.6,1896.0,25.5,5.0,4,2,No,Yes,FWD,Power,560.0,Bangalore
Honda,2017,SUV,Manual,Petrol,36887,1,865000.0,Third Party insurance,17.5,1199.0,110.0,5.0,4,4,No,No,FWD,Electronic,363.0,Bangalore
Hyundai,2019,SUV,Manual,Petrol,47962,1,999000.0,Comprehensive,18.27,998.0,171.6,5.0,3,4,No,Yes,FWD,Power,350.0,Bangalore
Nissan,2014,SUV,Manual,Diesel,135000,1,595000.0,Comprehensive,20.45,1461.0,200.0,5.0,4,4,No,Yes,FWD,Power,475.0,Bangalore
Skoda,2018,Sedan,Automatic,Petrol,47398,2,2365000.0,Comprehensive,14.67,1798.0,250.0,5.0,4,4,No,Yes,FWD,Power,625.0,Bangalore
Fiat,2012,Sedan,Manual,Petrol,50000,2,400000.0,Third Party insurance,14.6,1368.0,207.0,5.0,4,4,No,Yes,Front Wheel Drive,Power,625.0,Bangalore
Maruti,2012,Sedan,Manual,Diesel,100000,1,550000.0,Third Party insurance,19.3,1248.0,190.0,5.0,4,4,No,Yes,Two Wheel Drive,Power,440.0,Bangalore
BMW,2020,SUV,Automatic,Diesel,55000,1,6050000.0,Comprehensive,14.71,2993.0,620.0,5.0,6,4,No,Yes,4WD,Power,440.0,Bangalore
BMW,2011,SUV,Automatic,Diesel,110000,2,1600000.0,Comprehensive,16.55,1995.0,25.5,5.0,6,4,No,No,4WD,Power,440.0,Bangalore
Volkswagen,2013,Hatchback,Automatic,Petrol,90000,3,520000.0,Third Party insurance,17.21,1197.0,175.0,5.0,4,4,No,Yes,FWD,Power,280.0,Bangalore
Maruti,2016,Hatchback,Manual,Petrol,116624,1,616000.0,Zero Dep,21.4,1197.0,115.0,5.0,4,4,No,No,FWD,Power,339.0,Bangalore
Maruti,2019,Sedan,Manual,Petrol,54561,2,795000.0,Zero Dep,21.56,1462.0,138.0,5.0,4,4,No,No,FWD,Power,510.0,Bangalore
Toyota,2013,MUV,Manual,Diesel,120000,2,1275000.0,Third Party insurance,12.99,2494.0,200.0,7.0,4,4,No,Yes,RWD,Power,300.0,Bangalore
Honda,2016,Hatchback,Manual,Petrol,65072,1,624000.0,Comprehensive,18.7,1199.0,110.0,5.0,4,4,No,No,FWD,Power,354.0,Bangalore
Hyundai,2017,Hatchback,Manual,Petrol,133532,1,549000.0,Zero Dep,18.9,1197.0,113.75,5.0,4,4,No,No,FWD,Power,256.0,Bangalore
